Date,Day,Shift,Class,Subject,Paper Name,Paper Code,Year
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Maths,Differential Equations and Integral Transforms,B-227,2nd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Maths,Linear Programming,A-327,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Maths,Linear Programming,B-327,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Games Sport (Yoga),S-105,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Badminton,S-305,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Kabbaddi,S-306,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Weight Lifting,S-307,3rd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Basket Ball,S-205,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Hockey,S-206,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Foot Ball,S-207,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Securities Laws & Capital Mark,I-402,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Internaltional Marketing,I-404,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Industrial Relations & Labour Laws,I-406,2nd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,War and International Relation Since 1945,G-196,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Macro Economics I,G-107,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Philosophical Foundation of Education,G-103,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Ancient India (From Earliest Times to Post Harappan Settlement),G-138,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,"Indian Philosophy (Nyay-Vaisheshik, Sankhy & History)",G-183,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Literary Tradition of Urdu,G-163,1st
10-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Qualifying Course,Environmental Studies,A-008,1st
10-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Qualifying Course,Environmental Studies,C-008,1st
10-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Qualifying Course,Environmental Studies,S-008,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,National Movement & Constitution of India,A-139,1st
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Political Science,Comparative Government,A-239,2nd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,Indian Political Thought International Politics,A-339,3rd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,Indian Political Thought International Politics,A-540,3rd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Statistics,C-102,1st
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Cost Accounting,C-202,2nd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Auditing,C-302,3rd
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,"Sanhita, Nirukt",G-583,2nd
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Urdu Nazm,G-363,2nd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Literary Theory and Cultural Studies,G-113,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Pracheen Evm Purv Madhyakaleen Kavya,G-126,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Real Analysis,G-150,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Indian Philosophy,G-146,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,International Relations,G-271,1st
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Indian Administration,G-470,2nd
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Introduction to Sociology,A-132,1st
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sociology,Social Change and Social Control,A-232,2nd
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Functions of Sociological Thought,A-332,3rd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,English Phonetics and Linguistics,G-313,2nd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Bhasha Vigyan Evm Hindi Bhasha,G-326,2nd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Fluid Dynamics,G-350,2nd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Philosophy,Philosophy of Religion,G-546,2nd
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Economics Aspects of Defence ,G-294,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Economics of Growth and Development ,G-108,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Methodology of Education Research and Educational Statistics,G-202,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Ancient India (Vedic Age to Mauryan Kingdom),G-139,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Natika & Dramaturgy,G-184,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Literary Criticism,G-164,1st
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Foundation Course,Hindi,A-011,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Foundation Course,English,A-012,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Foundation Course,Sanskrit,A-013,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Foundation Course,Hindi,C-011,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Foundation Course,English,C-012,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Foundation Course,Sanskrit,C-013,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Foundation Course,Hindi,S-011,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Foundation Course,English,S-012,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Foundation Course,Sanskrit,S-013,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,National Security of India,G-396,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Public Economics,G-307,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Teacher Education,G-303,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of Medieval India (Till 1526 A.D.),G-441,2nd
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Shakespeare,G-114,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Naatak Aur Rangmanch,G-127,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Discrete Mathematics,G-151,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Western Philosophy,G-147,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Methodology of Social Research,G-188,1st
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Society In India,G-387,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Management Concept and Organizational Behaviour,I-101,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Administrative Theory,G-272,1st
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,State Politics In India,G-471,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Linguistics & Sanskrit Grammer,G-585,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Mass Media,G-364,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Sir Syed Ahmad Khan,G-366,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Premchand,G-368,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Maulana Abul Kalam Azad,G-462,2nd
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Operation Research,G-295,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Quantitative Methods,G-109,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Sociological Foundation of Education,G-203,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,Ancient India (Shunga Dynasty to Rajput Era),G-240,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Geetikavay and Gadyakavya,G-185,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Information Technology,G-165,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Urdu Drama,G-262,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,Principles of Education,A-160,1st
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Education,Educational Psychology,A-260,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,New Trends and Innovations in Education,A-360,3rd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Financial Accounting,C-103,1st
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Principles of Business Management,C-203,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Principles of Marketing,C-303,3rd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,20th Century British Poetry,G-314,2nd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Kavya Shastra (Bhartiya Evm Paashchatya),G-330,2nd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Operation Research,G-351,2nd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Philosophy,Advanced Ethics,G-550,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Research Methods and Materials in English,G-115,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Prayojanmulak Hindi,G-128,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Complex Analysis,G-152,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Social and Political Philosophy,G-248,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Rural Sociology,G-190,1st
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Social Change in India,G-388,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Direct Tax-Law and Practice,I-102,1st
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,"Disarmament, Arms Control and Peace",G-495,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Indian Econommy,G-308,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,"Intelligence, Creativity and Education",G-304,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of Medieval India (1526-1707 A.D.),G-442,2nd
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Ballistics,G-296,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Economics of Education and Health,G-206,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Agricultural Economics,G-208,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Labour Economics,G-209,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Economics of Infrastructure,G-207,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Research Methodology,G-210,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Essay on Any Paper I to IV,G-204,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,Socio-Economic and Cultural History of Ancient India (Till 1200 A.D.),G-241,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Sanskrit Epic,G-186,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Urdu Ghazal,G-263,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,History and Development of Indian Education,A-161,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Education,Thoughts and Practices in Education,A-261,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,Measurement and Ealuation in Education,A-361,3rd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Regulatory Framework,C-104,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Income Tax,C-204,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Economic Laws,C-304,3rd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Sports & Games of Speciality,S-106,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Cricket,S-208,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Hand Ball,S-209,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Volley Ball,S-210,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Vocational Oriented Courses,S-211,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Games & Sports (Sports Specialization),S-308,3rd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Comparative Politics,G-270,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Modern Indian Political thought,G-472,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Dharma Shastr & Artha Shastr,G-587,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Meer Taqi Meer,G-463,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Ghalib,G-464,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Iqbal,G-365,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Restoration to 1798,G-116,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Uttar Madhyakaleen Kavya,G-129,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Differential Equations,G-153,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Differential Geometry,G-154,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Mechanics,G-155,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Modern Indian Thought,G-249,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,Sanskritkavyam Kavyashastranchna,A-130,1st
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sanskrit,"Natakam, Natya-shaityetihasashcha",A-230,2nd
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,Veda-Upnishad-Arshkavyam-Alankarashcha,A-330,3rd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Statistical Analysis,I-103,1st
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,English Language Teaching and English in India,G-315,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Patrakarita-Prashikshan,G-329,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Difference Equations,G-449,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Integral Equations and Boundary Value Problems,G-450,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Wavelets,G-451,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Information Theory and Reliability Theory,G-452,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Philosophy,Philosophy of Sankara,G-555,2nd
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Micro Economics II,G-110,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Modern Europe (1789-1919),G-242,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Urdu Fiction,G-264,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Sanskrit Poetics,G-282,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Psychology of War,G-297,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Society in India-Structure and Change,A-133,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Social Research Methods,A-333,3rd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sociology,Indian Society-Issues and Problems,A-233,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Ecconomics,C-105,1st
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Fundaments of Entreprenurship,C-205,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,E-Commerce,C-305,3rd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,Man Power Studies,G-496,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,International Ecnomics,G-306,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Special Education,G-305,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of modern India (1707-1885 A.D.),G-443,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Modern Literature,G-465,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Romantic Literature,G-117,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Katha-Sahitya,G-130,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Sociological Concepts,G-287,1st
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Modern Sociological Theories,G-389,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Advanced Abstract Algebra,G-156,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Theory of Numbers,G-157,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Mathematical Statistics,G-158,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,"Vyakaranam, Anuvadeh, Sanskritsahityetihasshcha",A-131,1st
25-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sanskrit,"Gadhyakavyam, -Vyakaranam, Nibandhah, Gadhya,-Shaityetihas",A-231,2nd
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,Gadyakavyam-Neetikavyam- Vayakaranam-Chandashcha,A-331,3rd
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Kho Kho,S-309,3rd
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Table Tennis,S-310,3rd
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Wrestling,S-311,3rd
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Vocational Oriented Courses,S-312,3rd
25-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Financial Management,I-104,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Ancient Indian Political Thought,G-273,1st
25-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,India and the World,G-473,2nd
25-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,"Dhwani, Vyanjana Sthapan & Kavyashastriy Shat Prasthan",G-584,2nd
25-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Chayavadottar Kavya,G-332,2nd
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Macro Economics II,G-111,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Area Study (himalayan States-Nepal & Bhutan) & Pakistan,G-298,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Modern World (1920-1960),G-243,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,Archaeology of Ancient Indian History,G-244,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of South India (From Sangam Age to Vigay Nagar Empire),G-245,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Non-Fictional Prose,G-265,1st
25-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,"Sanskrit Grammer, Essay & Anuwad",G-283,1st
27-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,Political History of Ancient India (B.C. 600 - A.D. 606),A-115,1st
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,History,Political History of Medieval India (1206 - 1526 A.D.),A-215,2nd
27-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,Political History of India (1740-1947),A-415,3rd
27-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Environment,C-106,1st
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Public Finance,C-206,2nd
27-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Management Accounting,C-306,3rd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,"20th Century British Fiction, Drama and Prose",G-316,2nd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Computer Programming & Data Structure,G-453,2nd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Non Linear Programming,G-454,2nd
